Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Reference
"=""4p6.52s"",""=""""2S"""""",""=""""1/2"""""",""="""""""""",""=""""33645.0"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.52p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33645.96"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.52p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33645.96"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.51d"",""=""""2D"""""",""=""""3/2"""""",""="""""""""",""=""""33646.5"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.51d"",""=""""2D"""""",""=""""5/2"""""",""="""""""""",""=""""33646.5"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.53s"",""=""""2S"""""",""=""""1/2"""""",""="""""""""",""=""""33646.8"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.53p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33647.72"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.53p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33647.72"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.52d"",""=""""2D"""""",""=""""3/2"""""",""="""""""""",""=""""33648.3"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.52d"",""=""""2D"""""",""=""""5/2"""""",""="""""""""",""=""""33648.3"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.54p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33649.33"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.54p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33649.33"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.53d"",""=""""2D"""""",""=""""3/2"""""",""="""""""""",""=""""33649.7"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.53d"",""=""""2D"""""",""=""""5/2"""""",""="""""""""",""=""""33649.7"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.55p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33650.95"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.55p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33650.95"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.54d"",""=""""2D"""""",""=""""3/2"""""",""="""""""""",""=""""33651.5"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.54d"",""=""""2D"""""",""=""""5/2"""""",""="""""""""",""=""""33651.5"""""",""="""""""""",""=""""0.3"""""",""=""""L9039"""""""
"=""4p6.56p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33652.41"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.56p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33652.41"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.57p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33653.80"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.57p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33653.80"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.58p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33655.11"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.58p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33655.11"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.59p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33656.39"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.59p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33656.39"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.60p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33657.55"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.60p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33657.55"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.61p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33658.69"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.61p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33658.69"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.62p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33659.80"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.62p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33659.80"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.63p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33660.82"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.63p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33660.82"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.64p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33661.81"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.64p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33661.81"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.65p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33662.73"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.65p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33662.73"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.66p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33663.63"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.66p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33663.63"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.67p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33664.48"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.67p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33664.48"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.68p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33665.28"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.68p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33665.28"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.69p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33666.04"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.69p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33666.04"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.70p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33666.78"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.70p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33666.78"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.71p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33667.49"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.71p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33667.49"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.72p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33668.11"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.72p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33668.11"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.73p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33668.79"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.73p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33668.79"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.74p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33669.36"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.74p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33669.36"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.75p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33670.01"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.75p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33670.01"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.76p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33670.61"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.76p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33670.61"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.77p"",""=""""2P*"""""",""=""""1/2"""""",""="""""""""",""=""""33671.07"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
"=""4p6.77p"",""=""""2P*"""""",""=""""3/2"""""",""="""""""""",""=""""33671.07"""""",""="""""""""",""=""""0.06"""""",""=""""L9039"""""""
